datetime,open,high,low,close,volume,macd_fast_blue,macd_slow_red,macd_signal_hist,vwap,sma,supertrend
2025-06-17 17:07:00,105557.0,105591.0,105556.0,105581.0,1313,120.68,110.1,10.59,104568.45,104649.95,104721.843944743
2025-06-17 17:06:00,105601.5,105601.5,105554.5,105556.0,3905,118.15,111.71,6.45,104570.76,104674.625,104721.843944743
2025-06-17 17:05:00,105606.5,105611.0,105584.0,105603.5,1235,116.7,112.71,3.99,104576.65,104700.225,104721.843944743
2025-06-17 17:04:00,105620.0,105632.5,105590.5,105606.5,2329,114.19,113.0,1.18,104578.13,104722.4,104721.843944743
2025-06-17 17:03:00,105613.5,105632.5,105612.5,105620.0,2743,121.85,114.77,7.08,104607.11,104748.975,104755.119306179
2025-06-17 17:02:00,105587.0,105645.5,105582.5,105625.0,2933,111.7,114.16,-2.45,104627.95,104766.15,104755.119306179
2025-06-17 17:01:00,105611.5,105630.0,105586.0,105586.0,8130,103.88,112.1,-8.22,104631.48,104783.675,104755.119306179
2025-06-17 17:00:00,105523.0,105626.5,105503.5,105626.5,7143,101.27,109.93,-8.67,104633.38,104805.225,104755.119306179
2025-06-17 16:59:00,105501.0,105536.0,105501.0,105521.5,3459,101.78,108.3,-6.52,104635.91,104825.15,104755.119306179
2025-06-17 16:58:00,105540.0,105540.0,105500.5,105500.5,4511,99.47,106.54,-7.07,104638.58,104842.975,104755.119306179
2025-06-17 16:57:00,105545.5,105553.5,105504.5,105541.0,7665,97.8,104.79,-6.99,104640.67,104856.8,104755.119306179
2025-06-17 16:56:00,105572.5,105573.5,105546.5,105546.5,7530,97.13,103.26,-6.13,104645.78,104868.425,104755.119306179
2025-06-17 16:55:00,105558.0,105593.0,105556.5,105573.5,5559,88.76,100.36,-11.6,104651.9,104874.275,104755.119306179
2025-06-17 16:54:00,105570.5,105571.5,105556.5,105557.0,7102,87.57,97.8,-10.23,104656.44,104884.325,104755.119306179
2025-06-17 16:53:00,105627.0,105628.0,105570.5,105571.5,6143,82.85,94.81,-11.96,104657.87,104890.45,104755.119306179
2025-06-17 16:52:00,105631.5,105631.5,105614.0,105627.0,2722,78.6,91.57,-12.96,104658.83,104894.25,104755.119306179
2025-06-17 16:51:00,105623.0,105640.5,105622.0,105639.0,2949,73.83,88.02,-14.19,104659.61,104896.7,104755.119306179
2025-06-17 16:50:00,105604.5,105632.5,105584.0,105615.5,9882,70.2,84.46,-14.26,104660.32,104899.3,104755.119306179
2025-06-17 16:49:00,105644.5,105644.5,105603.5,105604.5,12704,64.88,80.54,-15.66,104660.66,104903.3,104755.119306179
2025-06-17 16:48:00,105681.0,105682.0,105642.5,105644.5,1710,59.25,76.28,-17.03,104661.14,104909.9,104756.948689746
2025-06-17 16:47:00,105652.5,105682.0,105643.0,105682.0,4584,52.5,71.53,-19.03,104663.88,104910.35,104756.948689746
2025-06-17 16:46:00,105736.5,105746.0,105660.5,105660.5,4907,45.65,66.35,-20.7,104672.18,104911.55,104756.948689746
2025-06-17 16:45:00,105696.5,105736.5,105650.0,105736.5,9497,40.88,61.26,-20.38,104673.36,104912.275,104756.948689746
2025-06-17 16:44:00,105685.0,105710.5,105685.0,105695.5,3537,34.6,55.93,-21.32,104673.85,104911.725,104756.948689746
2025-06-17 16:43:00,105742.5,105742.5,105682.5,105686.0,12336,29.73,50.69,-20.96,104674.37,104904.6,104756.948689746
2025-06-17 16:42:00,105735.0,105758.5,105735.0,105742.0,2653,25.05,45.56,-20.51,104674.43,104906.4,104756.948689746
2025-06-17 16:41:00,105743.5,105743.5,105717.0,105734.0,3158,21.58,40.76,-19.18,104674.75,104907.625,104757.84094849
2025-06-17 16:40:00,105752.0,105752.0,105725.0,105742.5,3269,22.81,37.17,-14.37,104677.19,104908.525,104784.406853641
2025-06-17 16:39:00,105715.5,105749.0,105700.0,105749.0,3792,23.47,34.43,-10.97,104678.24,104907.075,104796.266168277
2025-06-17 16:38:00,105758.0,105785.5,105715.5,105715.5,2074,18.09,31.16,-13.07,104679.64,104903.075,104796.266168277
2025-06-17 16:37:00,105800.0,105801.0,105758.0,105758.5,2928,18.06,28.54,-10.48,104680.02,104901.025,104796.266168277
2025-06-17 16:36:00,105766.5,105801.5,105766.5,105801.0,3066,14.64,25.76,-11.12,104680.48,104895.875,104796.266168277
2025-06-17 16:35:00,105731.0,105766.0,105675.0,105765.0,10267,13.31,23.27,-9.96,104680.69,104895.9,104796.266168277
2025-06-17 16:34:00,105799.5,105800.5,105733.0,105733.0,6403,13.03,21.22,-8.19,104680.8,104892.5,104796.266168277
2025-06-17 16:33:00,105847.0,105847.0,105798.5,105800.5,2786,13.94,19.77,-5.82,104681.53,104891.65,104796.266168277
2025-06-17 16:32:00,105870.5,105870.5,105846.0,105846.0,2358,17.05,19.22,-2.17,104684.5,104892.15,104810.419558187
2025-06-17 16:31:00,105871.0,105895.5,105867.0,105871.5,1555,19.13,19.21,-0.07,104685.83,104892.9,104834.602602368
2025-06-17 16:30:00,105910.5,105910.5,105863.5,105876.5,4805,21.7,19.7,2.0,104689.56,104893.775,104847.567342131
2025-06-17 16:29:00,105925.5,105934.5,105903.0,105916.0,4319,22.91,20.35,2.56,104690.07,104895.35,104847.567342131
2025-06-17 16:28:00,105893.5,105933.5,105873.5,105925.5,6283,21.84,20.64,1.19,104690.89,104896.275,104847.567342131
2025-06-17 16:27:00,105886.0,105900.0,105882.0,105899.0,2334,20.83,20.68,0.15,104691.16,104898.3,104847.567342131
2025-06-17 16:26:00,105851.0,105901.0,105851.0,105886.0,4608,15.26,19.6,-4.34,104692.69,104898.075,104847.567342131
2025-06-17 16:25:00,105821.0,105849.0,105808.0,105849.0,1106,12.15,18.11,-5.96,104693.7,104898.05,104847.567342131
2025-06-17 16:24:00,105813.5,105821.0,105805.5,105821.0,1725,8.38,16.16,-7.78,104694.22,104898.575,104847.567342131
2025-06-17 16:23:00,105847.5,105847.5,105801.0,105824.5,2939,2.3,13.39,-11.09,104696.06,104896.925,104969.15905151
2025-06-17 16:22:00,105879.0,105886.5,105846.5,105846.5,2715,-7.39,9.23,-16.62,104697.34,104892.525,104946.136161491
2025-06-17 16:21:00,105815.5,105877.0,105815.5,105864.0,2887,-21.16,3.15,-24.32,104697.72,104883.9,104878.697545342
2025-06-17 16:20:00,105831.0,105841.0,105801.5,105816.5,1972,-31.28,-3.73,-27.54,104697.54,104872.925,104843.252790807
2025-06-17 16:19:00,105813.0,105837.5,105805.5,105828.5,2619,-37.88,-10.56,-27.32,104697.53,104862.575,104843.252790807
2025-06-17 16:18:00,105810.5,105835.0,105782.5,105813.0,1620,-42.95,-17.04,-25.91,104697.62,104855.55,104843.252790807
2025-06-17 16:17:00,105850.0,105869.5,105810.5,105811.5,4091,-47.23,-23.08,-24.15,104697.61,104845.275,104837.661534499
2025-06-17 16:16:00,105734.5,105847.5,105711.0,105847.5,5606,-53.07,-29.08,-23.99,104697.08,104835.1,104813.370381049
2025-06-17 16:15:00,105746.0,105795.5,105734.5,105734.5,3858,-58.0,-34.86,-23.14,104696.67,104823.375,104798.408342944
2025-06-17 16:14:00,105767.0,105787.5,105746.0,105747.0,1576,-64.95,-40.88,-24.07,104696.42,104808.725,104772.56750865
2025-06-17 16:13:00,105790.0,105842.5,105760.5,105767.0,4733,-65.87,-45.88,-19.99,104696.19,104795.65,104772.56750865
2025-06-17 16:12:00,105778.0,105823.5,105777.0,105803.5,1813,-70.5,-50.8,-19.7,104695.55,104778.05,104770.287182006
2025-06-17 16:11:00,105764.0,105826.0,105750.5,105778.0,5758,-74.85,-55.61,-19.24,104694.35,104759.6,104741.583463805
2025-06-17 16:10:00,105765.5,105777.0,105736.0,105764.0,5512,-76.72,-59.83,-16.89,104693.77,104740.85,104724.200117425
2025-06-17 16:09:00,105856.0,105876.0,105765.5,105766.5,6182,-73.8,-62.63,-11.17,104693.05,104724.65,104724.200117425
2025-06-17 16:08:00,105863.0,105891.0,105689.0,105857.0,32740,-65.21,-63.14,-2.07,104692.87,104712.975,104724.200117425
2025-06-17 16:07:00,105890.0,105891.0,105855.0,105866.0,5129,-67.83,-64.08,-3.75,104692.09,104694.925,104724.200117425
2025-06-17 16:06:00,105897.0,105920.5,105874.5,105891.0,6199,-79.39,-67.14,-12.25,104688.15,104673.275,104708.947872042
2025-06-17 16:05:00,105919.5,105920.5,105852.5,105896.0,18120,-90.14,-71.74,-18.4,104683.54,104649.1,104611.778084838
2025-06-17 16:04:00,105954.0,105961.0,105919.5,105919.5,11442,-99.14,-77.22,-21.91,104682.12,104624.675,104591.950276354
2025-06-17 16:03:00,106010.5,106011.5,105947.0,105953.0,15185,-107.52,-83.28,-24.24,104678.4,104600.6,104548.980248719
2025-06-17 16:02:00,106048.5,106049.5,105996.0,106022.5,4798,-112.11,-89.05,-23.06,104676.33,104580.075,104539.882223847
2025-06-17 16:01:00,106060.0,106065.5,106048.0,106048.5,1902,-120.09,-95.26,-24.84,104655.56,104559.925,104493.044001462
2025-06-17 16:00:00,106065.5,106069.5,106041.5,106069.5,1983,-116.84,-99.57,-17.27,104651.64,104544.6,104493.044001462
2025-06-17 15:59:00,106045.0,106075.5,106041.5,106066.5,1409,-110.85,-101.83,-9.02,104649.73,104530.0,104493.044001462
2025-06-17 15:58:00,106077.0,106077.0,106045.0,106045.0,1129,-106.68,-102.8,-3.88,104649.29,104514.475,104493.044001462
2025-06-17 15:57:00,106078.5,106079.5,106060.5,106077.0,1326,-108.43,-103.92,-4.5,104647.98,104495.55,104493.044001462
2025-06-17 15:56:00,106078.0,106079.5,106068.5,106079.5,1153,-106.28,-104.4,-1.89,104646.01,104479.95,104493.044001462
2025-06-17 15:55:00,106121.5,106121.5,106090.0,106090.0,2048,-104.07,-104.33,0.26,104645.47,104464.525,104493.044001462
2025-06-17 15:54:00,106056.5,106139.0,106056.5,106121.5,3249,-103.75,-104.21,0.47,104643.81,104449.825,104493.044001462
2025-06-17 15:53:00,106043.5,106080.0,106043.5,106057.5,3143,-94.77,-102.33,7.56,104641.26,104437.475,104493.044001462
2025-06-17 15:52:00,106005.5,106048.5,105993.0,106044.5,10417,-84.02,-98.66,14.64,104638.15,104429.7,104493.044001462
2025-06-17 15:51:00,106064.5,106093.5,106005.5,106005.5,3972,-68.11,-92.55,24.45,104636.78,104426.975,104267.652342531
2025-06-17 15:50:00,106043.5,106074.0,106037.0,106063.5,2865,-55.02,-85.05,30.03,104635.91,104423.725,104273.062108278
2025-06-17 15:49:00,106042.0,106060.5,106041.0,106042.5,2937,-44.5,-76.94,32.44,104635.13,104418.05,104313.93089745
2025-06-17 15:48:00,106050.5,106059.5,106034.0,106034.0,2769,-39.06,-69.36,30.3,104634.83,104406.875,104313.93089745
2025-06-17 15:47:00,106039.5,106066.5,106039.5,106051.5,4938,-35.47,-62.58,27.12,104633.83,104401.325,104313.93089745
2025-06-17 15:46:00,106094.5,106125.5,106039.0,106040.0,3294,-26.27,-55.32,29.05,104633.47,104405.975,104313.93089745
2025-06-17 15:45:00,106040.0,106096.5,106028.5,106093.5,4946,-19.64,-48.18,28.55,104633.06,104411.7,104313.93089745
2025-06-17 15:44:00,106023.0,106060.5,106023.0,106047.0,1366,-13.42,-41.23,27.81,104632.68,104418.925,104330.732398135
2025-06-17 15:43:00,106066.0,106101.5,106025.0,106025.0,1178,-5.05,-33.99,28.95,104632.3,104429.8,104357.609158322
2025-06-17 15:42:00,106080.0,106104.5,106065.0,106066.0,5351,4.48,-26.3,30.78,104632.08,104442.025,104381.37324249
2025-06-17 15:41:00,106076.5,106084.5,106065.0,106065.0,1456,17.16,-17.61,34.77,104632.39,104461.1,104422.910918241
2025-06-17 15:40:00,106038.5,106109.5,106016.0,106079.5,2662,31.61,-7.76,39.37,104632.96,104478.025,104482.719826417
2025-06-17 15:39:00,106063.5,106098.0,106032.5,106037.5,2298,45.72,2.93,42.78,104634.65,104495.6,104556.672843775
2025-06-17 15:38:00,106092.5,106093.5,106062.5,106063.5,3093,58.76,14.1,44.66,104635.17,104515.875,104571.530559397
2025-06-17 15:37:00,106110.0,106112.0,106083.5,106093.5,3507,65.08,24.3,40.79,104635.77,104538.025,104571.530559397
2025-06-17 15:36:00,106019.5,106145.0,106019.0,106110.0,8489,67.22,32.88,34.34,104636.47,104557.45,104571.530559397
2025-06-17 15:35:00,106078.5,106087.5,105999.0,106019.5,18674,71.96,40.7,31.26,104636.85,104579.7,104571.530559397
2025-06-17 15:34:00,106160.5,106165.0,106076.5,106078.5,3761,77.52,48.06,29.46,104637.68,104605.25,104571.530559397
2025-06-17 15:33:00,106182.5,106209.5,106166.5,106166.5,3863,80.87,54.62,26.25,104638.23,104626.0,104609.129952519
2025-06-17 15:32:00,106105.5,106200.0,106105.5,106189.5,2979,89.84,61.67,28.17,104641.22,104649.65,104659.516957267
2025-06-17 15:31:00,106097.5,106118.0,106092.0,106105.5,1586,93.29,67.99,25.3,104642.15,104667.6,104667.91526154
2025-06-17 15:30:00,106123.5,106123.5,106081.0,106092.0,6833,98.12,74.02,24.1,104643.28,104687.65,104689.523735386
2025-06-17 15:29:00,106114.5,106154.5,106114.5,106122.5,1725,97.04,78.62,18.42,104645.3,104705.575,104689.523735386
2025-06-17 15:28:00,106082.0,106111.0,106077.5,106111.0,12791,98.19,82.54,15.66,104645.61,104727.525,104689.523735386
2025-06-17 15:27:00,106075.5,106094.0,106041.0,106082.0,6445,95.27,85.08,10.19,104646.04,104748.475,104696.292803096
2025-06-17 15:26:00,106138.0,106138.0,106037.0,106075.5,12969,94.68,87.0,7.68,104647.56,104767.425,104696.292803096
2025-06-17 15:25:00,106186.0,106186.0,106117.0,106138.0,3112,94.98,88.6,6.38,104648.12,104788.075,104738.504670508
2025-06-17 15:24:00,106195.0,106195.0,106175.0,106186.0,366,93.05,89.49,3.56,104649.47,104807.55,104751.104203457
2025-06-17 15:23:00,106196.5,106197.5,106145.5,106196.0,2475,90.36,89.66,0.7,104651.44,104824.85,104751.104203457
2025-06-17 15:22:00,106210.5,106227.5,106200.0,106200.0,2894,86.35,89.0,-2.65,104651.63,104839.775,104753.9569048
2025-06-17 15:21:00,106178.0,106246.5,106120.0,106211.5,3749,81.42,87.48,-6.06,104652.2,104850.9,104758.23621432
2025-06-17 15:20:00,106230.0,106230.0,106180.0,106180.0,1758,69.89,83.97,-14.07,104653.62,104854.85,104758.23621432
2025-06-17 15:19:00,106225.5,106244.5,106189.0,106235.5,3092,60.66,79.31,-18.64,104654.82,104857.2,104758.23621432
2025-06-17 15:18:00,106175.0,106225.5,106145.0,106225.5,2867,50.54,73.55,-23.01,104655.05,104856.6,104758.23621432
2025-06-17 15:17:00,106221.0,106252.0,106176.0,106176.0,2998,41.44,67.13,-25.69,104655.19,104857.65,104758.23621432
2025-06-17 15:16:00,106205.0,106221.0,106194.0,106220.0,1539,36.51,61.01,-24.49,104655.31,104861.675,104758.23621432
2025-06-17 15:15:00,106222.0,106222.0,106196.5,106202.5,1848,32.79,55.36,-22.57,104656.06,104863.65,104758.23621432
2025-06-17 15:14:00,106200.0,106238.5,106200.0,106224.0,3450,28.59,50.01,-21.42,104656.11,104863.375,104758.23621432
2025-06-17 15:13:00,106175.5,106201.0,106151.5,106201.0,2837,26.32,45.27,-18.95,104656.34,104864.025,104758.23621432
2025-06-17 15:12:00,106204.0,106227.5,106175.0,106175.0,5340,25.52,41.32,-15.8,104656.7,104860.925,104758.23621432
2025-06-17 15:11:00,106151.0,106227.5,106141.5,106204.0,7205,24.61,37.98,-13.37,104656.82,104859.425,104758.23621432
2025-06-17 15:10:00,106171.0,106235.5,106134.5,106151.0,6052,22.73,34.93,-12.2,104656.84,104855.375,104758.23621432
2025-06-17 15:09:00,106211.5,106211.5,106079.0,106171.0,26273,21.08,32.16,-11.08,104657.17,104853.725,104758.23621432
2025-06-17 15:08:00,106242.5,106252.0,106210.5,106210.5,5449,19.63,29.66,-10.02,104657.38,104850.175,104758.23621432
2025-06-17 15:07:00,106260.5,106270.0,106242.0,106242.0,3223,19.55,27.63,-8.09,104657.65,104849.125,104758.23621432
2025-06-17 15:06:00,106297.5,106302.0,106248.5,106259.5,10729,24.16,26.94,-2.78,104658.68,104849.4,104779.798499721
2025-06-17 15:05:00,106316.5,106352.5,106284.0,106297.5,10107,25.75,26.7,-0.95,104659.02,104847.425,104797.493649749
2025-06-17 15:04:00,106348.5,106348.5,106311.0,106315.5,3913,27.46,26.85,0.6,104659.61,104846.6,104810.644284774
2025-06-17 15:03:00,106354.5,106355.5,106328.0,106348.5,3108,27.68,27.02,0.67,104659.72,104845.35,104810.644284774
2025-06-17 15:02:00,106382.0,106390.0,106351.5,106354.5,967,28.98,27.41,1.57,104659.86,104845.55,104810.644284774
2025-06-17 15:01:00,106350.0,106403.0,106350.0,106394.5,2816,28.59,27.65,0.94,104659.99,104845.575,104815.0841836
2025-06-17 15:00:00,106366.5,106367.5,106335.0,106350.0,5399,28.8,27.88,0.92,104660.67,104850.35,104815.0841836
2025-06-17 14:59:00,106369.0,106376.0,106345.5,106366.5,11285,31.18,28.54,2.65,104661.37,104856.35,104834.498188716
2025-06-17 14:58:00,106377.0,106397.5,106364.0,106368.0,2507,32.14,29.26,2.88,104662.67,104863.375,104852.173369844
2025-06-17 14:57:00,106400.5,106409.0,106377.0,106377.0,901,35.95,30.6,5.35,104663.26,104872.925,104858.13103286
2025-06-17 14:56:00,106378.0,106401.5,106377.5,106400.5,6629,36.46,31.77,4.69,104665.16,104879.5,104868.992929574
2025-06-17 14:55:00,106428.0,106428.0,106377.0,106377.0,3722,39.03,33.22,5.81,104666.27,104887.35,104868.992929574
2025-06-17 14:54:00,106436.0,106451.0,106412.5,106428.0,998,40.52,34.68,5.84,104667.05,104895.725,104893.721772955
2025-06-17 14:53:00,106426.0,106470.5,106426.0,106436.0,3258,42.02,36.15,5.87,104668.91,104903.75,104906.674595659
2025-06-17 14:52:00,106393.5,106420.0,106389.5,106408.0,1684,43.64,37.65,5.99,104671.43,104911.55,104912.207136094
2025-06-17 14:51:00,106389.5,106400.5,106327.5,106393.5,2486,45.88,39.29,6.59,104674.13,104920.275,104930.361422484
2025-06-17 14:50:00,106411.0,106411.0,106374.0,106405.0,2731,46.0,40.64,5.37,104675.64,104928.85,104930.361422484
2025-06-17 14:49:00,106440.5,106451.0,106412.0,106412.0,822,53.19,43.15,10.04,104679.07,104942.15,104948.707752212
2025-06-17 14:48:00,106409.5,106455.0,106409.5,106439.5,1251,42.94,43.1,-0.17,104691.17,104945.825,105216.038023009
2025-06-17 14:47:00,106410.5,106431.5,106409.5,106409.5,882,29.91,40.47,-10.56,104693.57,104945.875,105043.809220708
2025-06-17 14:46:00,106427.0,106448.5,106374.0,106409.5,4038,22.79,36.93,-14.14,104694.2,104945.0,105043.809220708
2025-06-17 14:45:00,106433.5,106449.5,106406.0,106427.0,2579,27.05,34.95,-7.91,104695.8,104951.55,105043.809220708
2025-06-17 14:44:00,106426.0,106438.5,106402.0,106433.5,1227,34.78,34.92,-0.14,104699.16,104960.575,104843.925578104
2025-06-17 14:43:00,106407.5,106430.5,106377.5,106426.0,1612,40.08,35.95,4.13,104701.54,104969.875,104879.933020293
2025-06-17 14:42:00,106448.0,106469.0,106398.5,106407.5,3500,47.93,38.35,9.58,104703.01,104980.875,104900.039718264
2025-06-17 14:41:00,106419.0,106457.0,106419.0,106449.0,1603,53.93,41.46,12.46,104706.02,104992.8,104954.035746438
2025-06-17 14:40:00,106418.0,106456.0,106384.0,106419.0,4445,57.77,44.72,13.05,104706.94,105004.05,104962.707171794
2025-06-17 14:39:00,106370.0,106433.0,106360.0,106420.5,7219,56.54,47.09,9.45,104707.68,105011.45,104962.707171794
2025-06-17 14:38:00,106500.0,106500.0,106343.5,106369.0,33051,53.97,48.46,5.51,104708.08,105018.6,104962.707171794
2025-06-17 14:37:00,106515.0,106521.0,106498.5,106509.0,3055,51.9,49.15,2.75,104708.38,105023.95,104962.707171794
2025-06-17 14:36:00,106560.0,106568.0,106510.5,106510.5,1582,46.7,48.66,-1.96,104708.94,105028.725,104962.707171794
2025-06-17 14:35:00,106600.0,106600.0,106543.0,106560.0,1114,41.29,47.19,-5.9,104709.34,105031.375,104962.707171794
2025-06-17 14:34:00,106564.5,106610.5,106562.5,106602.0,1842,38.46,45.44,-6.98,104709.91,105035.25,104962.707171794
2025-06-17 14:33:00,106522.0,106607.5,106522.0,106575.0,3010,35.8,43.51,-7.71,104710.21,105038.625,104962.707171794
2025-06-17 14:32:00,106500.5,106541.0,106487.5,106525.5,1540,33.31,41.47,-8.16,104710.3,105041.425,104962.707171794
2025-06-17 14:31:00,106539.0,106561.5,106500.0,106500.0,1109,30.9,39.36,-8.46,104710.47,105043.25,104962.707171794
2025-06-17 14:30:00,106530.0,106539.0,106506.0,106533.0,2934,32.57,38.0,-5.43,104710.94,105048.225,104985.608023652
2025-06-17 14:29:00,106531.5,106548.5,106520.5,106532.5,209,36.46,37.69,-1.23,104711.1,105050.275,105004.997221287
2025-06-17 14:28:00,106523.0,106537.5,106511.5,106537.5,378,33.5,36.85,-3.35,104711.92,105058.4,105004.997221287
2025-06-17 14:27:00,106532.0,106546.0,106512.0,106512.0,705,32.04,35.89,-3.85,104712.25,105070.125,105004.997221287
2025-06-17 14:26:00,106460.5,106537.0,106460.5,106532.0,1700,30.45,34.8,-4.35,104712.48,105079.65,105004.997221287
2025-06-17 14:25:00,106500.0,106531.5,106460.5,106461.5,1742,41.07,36.06,5.01,104731.8,105090.5,105023.615776886
2025-06-17 14:24:00,106526.5,106629.5,106502.0,106502.0,2171,51.19,39.08,12.11,104733.64,105099.825,105051.329199198
2025-06-17 14:23:00,106524.0,106530.5,106497.5,106530.5,1055,54.67,42.2,12.47,104734.16,105106.95,105054.771279278
2025-06-17 14:22:00,106552.0,106578.5,106524.0,106524.0,1121,54.37,44.63,9.74,104734.62,105109.975,105054.771279278
2025-06-17 14:21:00,106525.0,106555.0,106524.0,106555.0,789,52.05,46.12,5.93,104735.36,105111.825,105054.771279278
2025-06-17 14:20:00,106473.0,106530.5,106460.0,106525.0,1628,55.94,48.08,7.86,104737.49,105117.775,105054.771279278
2025-06-17 14:19:00,106547.5,106547.5,106472.0,106472.0,1339,61.58,50.78,10.8,104738.34,105128.0,105090.164661334
2025-06-17 14:18:00,106548.0,106558.0,106536.5,106547.5,1296,64.98,53.62,11.36,104740.96,105138.625,105130.923195201
2025-06-17 14:17:00,106558.5,106559.5,106528.0,106547.0,1264,70.45,56.99,13.46,104742.29,105151.125,105130.923195201
2025-06-17 14:16:00,106509.0,106564.5,106509.0,106559.5,3677,73.49,60.29,13.21,104743.47,105165.225,105145.115288113
2025-06-17 14:15:00,106445.0,106515.5,106445.0,106506.0,3181,70.61,62.35,8.26,104745.22,105177.05,105145.115288113
2025-06-17 14:14:00,106491.5,106492.5,106442.5,106446.0,6945,70.42,63.97,6.46,104745.38,105189.5,105145.115288113
2025-06-17 14:13:00,106521.0,106521.0,106489.5,106491.5,960,77.69,66.71,10.98,104751.14,105207.1,105172.601295034
2025-06-17 14:12:00,106494.5,106521.0,106494.5,106521.0,1638,71.13,67.59,3.54,104758.75,105217.575,105172.601295034
2025-06-17 14:11:00,106500.0,106510.0,106489.0,106494.5,1279,69.81,68.04,1.77,104759.52,105231.0,105172.601295034
2025-06-17 14:10:00,106504.0,106515.5,106487.0,106500.0,7764,67.74,67.98,-0.24,104760.4,105241.825,105172.601295034
